analysis_set,biological_unit,panel,panel_genes,selection_status,normalization,symbol_deduplication,n_expression_features,gene_pool,seed,ctrl_size,n_bins,use_raw,ctrl_as_ref,n_control_genes,relevant_expression_bins,control_set_sha256,scanpy_version,control_gene_order,control_gene,matrix_feature_index_1based,expression_bin,mean_log1p_normalized_expression,fixed_configuration,component_identity_rule,matched_control_status,interpretation_limit
"Primary: 7,371 Scrublet-negative microglia",Animal/library,author_selected_isg7,Irf7;Ifitm3;Isg15;Mx1;Ifit1;Ifit2;Ifit3,"Author-selected, post hoc, exploratory","normalize_total target_sum=10000, then log1p",Retain first Ensembl feature per gene symbol,27933,Full symbol-deduplicated matrix,42,50,25,FALSE,TRUE,249,15;16;17;19;20,38af968fe25becbf6dd7fa95d05fb508819a9a51ac90f1cd0c3a5d35fedb6a1f,1.11.5,163,Ppp1r14a,12287,17,0.05119822006215235,Scanpy 1.11.5; seed=42; ctrl_size=50; n_bins=25; use_raw=False; ctrl_as_ref=True; full gene pool,selected component - matched-control component = Scanpy score,Algorithm-selected reference term; not a validated neutral biological background program,Algorithmic matched-control gene; not a validated neutral biological background
"Primary: 7,371 Scrublet-negative microglia",Animal/library,author_selected_isg7,Irf7;Ifitm3;Isg15;Mx1;Ifit1;Ifit2;Ifit3,"Author-selected, post hoc, exploratory","normalize_total target_sum=10000, then log1p",Retain first Ensembl feature per gene symbol,27933,Full symbol-deduplicated matrix,42,50,25,FALSE,TRUE,249,15;16;17;19;20,38af968fe25becbf6dd7fa95d05fb508819a9a51ac90f1cd0c3a5d35fedb6a1f,1.11.5,164,Psme4,19265,20,0.16190261230137531,Scanpy 1.11.5; seed=42; ctrl_size=50; n_bins=25; use_raw=False; ctrl_as_ref=True; full gene pool,selected component - matched-control component = Scanpy score,Algorithm-selected reference term; not a validated neutral biological background program,Algorithmic matched-control gene; not a validated neutral biological background
"Primary: 7,371 Scrublet-negative microglia",Animal/library,author_selected_isg7,Irf7;Ifitm3;Isg15;Mx1;Ifit1;Ifit2;Ifit3,"Author-selected, post hoc, exploratory","normalize_total target_sum=10000, then log1p",Retain first Ensembl feature per gene symbol,27933,Full symbol-deduplicated matrix,42,50,25,FALSE,TRUE,249,15;16;17;19;20,38af968fe25becbf6dd7fa95d05fb508819a9a51ac90f1cd0c3a5d35fedb6a1f,1.11.5,165,Pus1,9310,19,0.15527900195868946,Scanpy 1.11.5; seed=42; ctrl_size=50; n_bins=25; use_raw=False; ctrl_as_ref=True; full gene pool,selected component - matched-control component = Scanpy score,Algorithm-selected reference term; not a validated neutral biological background program,Algorithmic matched-control gene; not a validated neutral biological background
"Primary: 7,371 Scrublet-negative microglia",Animal/library,author_selected_isg7,Irf7;Ifitm3;Isg15;Mx1;Ifit1;Ifit2;Ifit3,"Author-selected, post hoc, exploratory","normalize_total target_sum=10000, then log1p",Retain first Ensembl feature per gene symbol,27933,Full symbol-deduplicated matrix,42,50,25,FALSE,TRUE,249,15;16;17;19;20,38af968fe25becbf6dd7fa95d05fb508819a9a51ac90f1cd0c3a5d35fedb6a1f,1.11.5,166,Pxdc1,21390,19,0.15699487566349546,Scanpy 1.11.5; seed=42; ctrl_size=50; n_bins=25; use_raw=False; ctrl_as_ref=True; full gene pool,selected component - matched-control component = Scanpy score,Algorithm-selected reference term; not a validated neutral biological background program,Algorithmic matched-control gene; not a validated neutral biological background
"Primary: 7,371 Scrublet-negative microglia",Animal/library,author_selected_isg7,Irf7;Ifitm3;Isg15;Mx1;Ifit1;Ifit2;Ifit3,"Author-selected, post hoc, exploratory","normalize_total target_sum=10000, then log1p",Retain first Ensembl feature per gene symbol,27933,Full symbol-deduplicated matrix,42,50,25,FALSE,TRUE,249,15;16;17;19;20,38af968fe25becbf6dd7fa95d05fb508819a9a51ac90f1cd0c3a5d35fedb6a1f,1.11.5,167,Pyroxd2,27664,16,0.03012045421815115,Scanpy 1.11.5; seed=42; ctrl_size=50; n_bins=25; use_raw=False; ctrl_as_ref=True; full gene pool,selected component - matched-control component = Scanpy score,Algorithm-selected reference term; not a validated neutral biological background program,Algorithmic matched-control gene; not a validated neutral biological background
"Primary: 7,371 Scrublet-negative microglia",Animal/library,author_selected_isg7,Irf7;Ifitm3;Isg15;Mx1;Ifit1;Ifit2;Ifit3,"Author-selected, post hoc, exploratory","normalize_total target_sum=10000, then log1p",Retain first Ensembl feature per gene symbol,27933,Full symbol-deduplicated matrix,42,50,25,FALSE,TRUE,249,15;16;17;19;20,38af968fe25becbf6dd7fa95d05fb508819a9a51ac90f1cd0c3a5d35fedb6a1f,1.11.5,168,Rc3h1,1256,20,0.21438552676345649,Scanpy 1.11.5; seed=42; ctrl_size=50; n_bins=25; use_raw=False; ctrl_as_ref=True; full gene pool,selected component - matched-control component = Scanpy score,Algorithm-selected reference term; not a validated neutral biological background program,Algorithmic matched-control gene; not a validated neutral biological background
"Primary: 7,371 Scrublet-negative microglia",Animal/library,author_selected_isg7,Irf7;Ifitm3;Isg15;Mx1;Ifit1;Ifit2;Ifit3,"Author-selected, post hoc, exploratory","normalize_total target_sum=10000, then log1p",Retain first Ensembl feature per gene symbol,27933,Full symbol-deduplicated matrix,42,50,25,FALSE,TRUE,249,15;16;17;19;20,38af968fe25becbf6dd7fa95d05fb508819a9a51ac90f1cd0c3a5d35fedb6a1f,1.11.5,169,Rev3l,14299,17,0.06095603246278702,Scanpy 1.11.5; seed=42; ctrl_size=50; n_bins=25; use_raw=False; ctrl_as_ref=True; full gene pool,selected component - matched-control component = Scanpy score,Algorithm-selected reference term; not a validated neutral biological background program,Algorithmic matched-control gene; not a validated neutral biological background
"Primary: 7,371 Scrublet-negative microglia",Animal/library,author_selected_isg7,Irf7;Ifitm3;Isg15;Mx1;Ifit1;Ifit2;Ifit3,"Author-selected, post hoc, exploratory","normalize_total target_sum=10000, then log1p",Retain first Ensembl feature per gene symbol,27933,Full symbol-deduplicated matrix,42,50,25,FALSE,TRUE,249,15;16;17;19;20,38af968fe25becbf6dd7fa95d05fb508819a9a51ac90f1cd0c3a5d35fedb6a1f,1.11.5,170,Rfx1,15992,17,0.05848171558620777,Scanpy 1.11.5; seed=42; ctrl_size=50; n_bins=25; use_raw=False; ctrl_as_ref=True; full gene pool,selected component - matched-control component = Scanpy score,Algorithm-selected reference term; not a validated neutral biological background program,Algorithmic matched-control gene; not a validated neutral biological background
"Primary: 7,371 Scrublet-negative microglia",Animal/library,author_selected_isg7,Irf7;Ifitm3;Isg15;Mx1;Ifit1;Ifit2;Ifit3,"Author-selected, post hoc, exploratory","normalize_total target_sum=10000, then log1p",Retain first Ensembl feature per gene symbol,27933,Full symbol-deduplicated matrix,42,50,25,FALSE,TRUE,249,15;16;17;19;20,38af968fe25becbf6dd7fa95d05fb508819a9a51ac90f1cd0c3a5d35fedb6a1f,1.11.5,171,Rhot1,20127,20,0.2101697537488553,Scanpy 1.11.5; seed=42; ctrl_size=50; n_bins=25; use_raw=False; ctrl_as_ref=True; full gene pool,selected component - matched-control component = Scanpy score,Algorithm-selected reference term; not a validated neutral biological background program,Algorithmic matched-control gene; not a validated neutral biological background
"Primary: 7,371 Scrublet-negative microglia",Animal/library,author_selected_isg7,Irf7;Ifitm3;Isg15;Mx1;Ifit1;Ifit2;Ifit3,"Author-selected, post hoc, exploratory","normalize_total target_sum=10000, then log1p",Retain first Ensembl feature per gene symbol,27933,Full symbol-deduplicated matrix,42,50,25,FALSE,TRUE,249,15;16;17;19;20,38af968fe25becbf6dd7fa95d05fb508819a9a51ac90f1cd0c3a5d35fedb6a1f,1.11.5,172,Rnase10,17060,15,0.01163067919252815,Scanpy 1.11.5; seed=42; ctrl_size=50; n_bins=25; use_raw=False; ctrl_as_ref=True; full gene pool,selected component - matched-control component = Scanpy score,Algorithm-selected reference term; not a validated neutral biological background program,Algorithmic matched-control gene; not a validated neutral biological background
"Primary: 7,371 Scrublet-negative microglia",Animal/library,author_selected_isg7,Irf7;Ifitm3;Isg15;Mx1;Ifit1;Ifit2;Ifit3,"Author-selected, post hoc, exploratory","normalize_total target_sum=10000, then log1p",Retain first Ensembl feature per gene symbol,27933,Full symbol-deduplicated matrix,42,50,25,FALSE,TRUE,249,15;16;17;19;20,38af968fe25becbf6dd7fa95d05fb508819a9a51ac90f1cd0c3a5d35fedb6a1f,1.11.5,173,Rnf219,17511,16,0.04327674941281712,Scanpy 1.11.5; seed=42; ctrl_size=50; n_bins=25; use_raw=False; ctrl_as_ref=True; full gene pool,selected component - matched-control component = Scanpy score,Algorithm-selected reference term; not a validated neutral biological background program,Algorithmic matched-control gene; not a validated neutral biological background
"Primary: 7,371 Scrublet-negative microglia",Animal/library,author_selected_isg7,Irf7;Ifitm3;Isg15;Mx1;Ifit1;Ifit2;Ifit3,"Author-selected, post hoc, exploratory","normalize_total target_sum=10000, then log1p",Retain first Ensembl feature per gene symbol,27933,Full symbol-deduplicated matrix,42,50,25,FALSE,TRUE,249,15;16;17;19;20,38af968fe25becbf6dd7fa95d05fb508819a9a51ac90f1cd0c3a5d35fedb6a1f,1.11.5,174,Rps6ka3,5067,20,0.17816437848176128,Scanpy 1.11.5; seed=42; ctrl_size=50; n_bins=25; use_raw=False; ctrl_as_ref=True; full gene pool,selected component - matched-control component = Scanpy score,Algorithm-selected reference term; not a validated neutral biological background program,Algorithmic matched-control gene; not a validated neutral biological background
"Primary: 7,371 Scrublet-negative microglia",Animal/library,author_selected_isg7,Irf7;Ifitm3;Isg15;Mx1;Ifit1;Ifit2;Ifit3,"Author-selected, post hoc, exploratory","normalize_total target_sum=10000, then log1p",Retain first Ensembl feature per gene symbol,27933,Full symbol-deduplicated matrix,42,50,25,FALSE,TRUE,249,15;16;17;19;20,38af968fe25becbf6dd7fa95d05fb508819a9a51ac90f1cd0c3a5d35fedb6a1f,1.11.5,175,Sbsn,12358,15,0.01243390404309593,Scanpy 1.11.5; seed=42; ctrl_size=50; n_bins=25; use_raw=False; ctrl_as_ref=True; full gene pool,selected component - matched-control component = Scanpy score,Algorithm-selected reference term; not a validated neutral biological background program,Algorithmic matched-control gene; not a validated neutral biological background
"Primary: 7,371 Scrublet-negative microglia",Animal/library,author_selected_isg7,Irf7;Ifitm3;Isg15;Mx1;Ifit1;Ifit2;Ifit3,"Author-selected, post hoc, exploratory","normalize_total target_sum=10000, then log1p",Retain first Ensembl feature per gene symbol,27933,Full symbol-deduplicated matrix,42,50,25,FALSE,TRUE,249,15;16;17;19;20,38af968fe25becbf6dd7fa95d05fb508819a9a51ac90f1cd0c3a5d35fedb6a1f,1.11.5,176,Sc5d,18010,17,0.05546280215673119,Scanpy 1.11.5; seed=42; ctrl_size=50; n_bins=25; use_raw=False; ctrl_as_ref=True; full gene pool,selected component - matched-control component = Scanpy score,Algorithm-selected reference term; not a validated neutral biological background program,Algorithmic matched-control gene; not a validated neutral biological background
"Primary: 7,371 Scrublet-negative microglia",Animal/library,author_selected_isg7,Irf7;Ifitm3;Isg15;Mx1;Ifit1;Ifit2;Ifit3,"Author-selected, post hoc, exploratory","normalize_total target_sum=10000, then log1p",Retain first Ensembl feature per gene symbol,27933,Full symbol-deduplicated matrix,42,50,25,FALSE,TRUE,249,15;16;17;19;20,38af968fe25becbf6dd7fa95d05fb508819a9a51ac90f1cd0c3a5d35fedb6a1f,1.11.5,177,Scly,740,17,0.06540624970190399,Scanpy 1.11.5; seed=42; ctrl_size=50; n_bins=25; use_raw=False; ctrl_as_ref=True; full gene pool,selected component - matched-control component = Scanpy score,Algorithm-selected reference term; not a validated neutral biological background program,Algorithmic matched-control gene; not a validated neutral biological background
"Primary: 7,371 Scrublet-negative microglia",Animal/library,author_selected_isg7,Irf7;Ifitm3;Isg15;Mx1;Ifit1;Ifit2;Ifit3,"Author-selected, post hoc, exploratory","normalize_total target_sum=10000, then log1p",Retain first Ensembl feature per gene symbol,27933,Full symbol-deduplicated matrix,42,50,25,FALSE,TRUE,249,15;16;17;19;20,38af968fe25becbf6dd7fa95d05fb508819a9a51ac90f1cd0c3a5d35fedb6a1f,1.11.5,178,Sdk1,9902,16,0.04358161881762142,Scanpy 1.11.5; seed=42; ctrl_size=50; n_bins=25; use_raw=False; ctrl_as_ref=True; full gene pool,selected component - matched-control component = Scanpy score,Algorithm-selected reference term; not a validated neutral biological background program,Algorithmic matched-control gene; not a validated neutral biological background
"Primary: 7,371 Scrublet-negative microglia",Animal/library,author_selected_isg7,Irf7;Ifitm3;Isg15;Mx1;Ifit1;Ifit2;Ifit3,"Author-selected, post hoc, exploratory","normalize_total target_sum=10000, then log1p",Retain first Ensembl feature per gene symbol,27933,Full symbol-deduplicated matrix,42,50,25,FALSE,TRUE,249,15;16;17;19;20,38af968fe25becbf6dd7fa95d05fb508819a9a51ac90f1cd0c3a5d35fedb6a1f,1.11.5,179,Sec24d,6281,16,0.04710154882070572,Scanpy 1.11.5; seed=42; ctrl_size=50; n_bins=25; use_raw=False; ctrl_as_ref=True; full gene pool,selected component - matched-control component = Scanpy score,Algorithm-selected reference term; not a validated neutral biological background program,Algorithmic matched-control gene; not a validated neutral biological background
"Primary: 7,371 Scrublet-negative microglia",Animal/library,author_selected_isg7,Irf7;Ifitm3;Isg15;Mx1;Ifit1;Ifit2;Ifit3,"Author-selected, post hoc, exploratory","normalize_total target_sum=10000, then log1p",Retain first Ensembl feature per gene symbol,27933,Full symbol-deduplicated matrix,42,50,25,FALSE,TRUE,249,15;16;17;19;20,38af968fe25becbf6dd7fa95d05fb508819a9a51ac90f1cd0c3a5d35fedb6a1f,1.11.5,180,Setd1a,13780,17,0.07116112963280932,Scanpy 1.11.5; seed=42; ctrl_size=50; n_bins=25; use_raw=False; ctrl_as_ref=True; full gene pool,selected component - matched-control component = Scanpy score,Algorithm-selected reference term; not a validated neutral biological background program,Algorithmic matched-control gene; not a validated neutral biological background
"Primary: 7,371 Scrublet-negative microglia",Animal/library,author_selected_isg7,Irf7;Ifitm3;Isg15;Mx1;Ifit1;Ifit2;Ifit3,"Author-selected, post hoc, exploratory","normalize_total target_sum=10000, then log1p",Retain first Ensembl feature per gene symbol,27933,Full symbol-deduplicated matrix,42,50,25,FALSE,TRUE,249,15;16;17;19;20,38af968fe25becbf6dd7fa95d05fb508819a9a51ac90f1cd0c3a5d35fedb6a1f,1.11.5,181,Setdb2,17258,15,0.018438883413859,Scanpy 1.11.5; seed=42; ctrl_size=50; n_bins=25; use_raw=False; ctrl_as_ref=True; full gene pool,selected component - matched-control component = Scanpy score,Algorithm-selected reference term; not a validated neutral biological background program,Algorithmic matched-control gene; not a validated neutral biological background
"Primary: 7,371 Scrublet-negative microglia",Animal/library,author_selected_isg7,Irf7;Ifitm3;Isg15;Mx1;Ifit1;Ifit2;Ifit3,"Author-selected, post hoc, exploratory","normalize_total target_sum=10000, then log1p",Retain first Ensembl feature per gene symbol,27933,Full symbol-deduplicated matrix,42,50,25,FALSE,TRUE,249,15;16;17;19;20,38af968fe25becbf6dd7fa95d05fb508819a9a51ac90f1cd0c3a5d35fedb6a1f,1.11.5,182,Sfxn5,10817,16,0.02847805496731278,Scanpy 1.11.5; seed=42; ctrl_size=50; n_bins=25; use_raw=False; ctrl_as_ref=True; full gene pool,selected component - matched-control component = Scanpy score,Algorithm-selected reference term; not a validated neutral biological background program,Algorithmic matched-control gene; not a validated neutral biological background
"Primary: 7,371 Scrublet-negative microglia",Animal/library,author_selected_isg7,Irf7;Ifitm3;Isg15;Mx1;Ifit1;Ifit2;Ifit3,"Author-selected, post hoc, exploratory","normalize_total target_sum=10000, then log1p",Retain first Ensembl feature per gene symbol,27933,Full symbol-deduplicated matrix,42,50,25,FALSE,TRUE,249,15;16;17;19;20,38af968fe25becbf6dd7fa95d05fb508819a9a51ac90f1cd0c3a5d35fedb6a1f,1.11.5,183,Sgsm2,19994,16,0.0450182883552838,Scanpy 1.11.5; seed=42; ctrl_size=50; n_bins=25; use_raw=False; ctrl_as_ref=True; full gene pool,selected component - matched-control component = Scanpy score,Algorithm-selected reference term; not a validated neutral biological background program,Algorithmic matched-control gene; not a validated neutral biological background
"Primary: 7,371 Scrublet-negative microglia",Animal/library,author_selected_isg7,Irf7;Ifitm3;Isg15;Mx1;Ifit1;Ifit2;Ifit3,"Author-selected, post hoc, exploratory","normalize_total target_sum=10000, then log1p",Retain first Ensembl feature per gene symbol,27933,Full symbol-deduplicated matrix,42,50,25,FALSE,TRUE,249,15;16;17;19;20,38af968fe25becbf6dd7fa95d05fb508819a9a51ac90f1cd0c3a5d35fedb6a1f,1.11.5,184,Sh2d1b1,1378,15,0.01565423928450865,Scanpy 1.11.5; seed=42; ctrl_size=50; n_bins=25; use_raw=False; ctrl_as_ref=True; full gene pool,selected component - matched-control component = Scanpy score,Algorithm-selected reference term; not a validated neutral biological background program,Algorithmic matched-control gene; not a validated neutral biological background
"Primary: 7,371 Scrublet-negative microglia",Animal/library,author_selected_isg7,Irf7;Ifitm3;Isg15;Mx1;Ifit1;Ifit2;Ifit3,"Author-selected, post hoc, exploratory","normalize_total target_sum=10000, then log1p",Retain first Ensembl feature per gene symbol,27933,Full symbol-deduplicated matrix,42,50,25,FALSE,TRUE,249,15;16;17;19;20,38af968fe25becbf6dd7fa95d05fb508819a9a51ac90f1cd0c3a5d35fedb6a1f,1.11.5,185,Sidt2,18089,20,0.2102341921677859,Scanpy 1.11.5; seed=42; ctrl_size=50; n_bins=25; use_raw=False; ctrl_as_ref=True; full gene pool,selected component - matched-control component = Scanpy score,Algorithm-selected reference term; not a validated neutral biological background program,Algorithmic matched-control gene; not a validated neutral biological background
